"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","spectral.blur.ratio"
"200303-001.wav_17",1,0.04,0.24002267573696,9.435,10.377,"0.2_BB_am_no.harm.wav_16","simulations",NA,"0.2_BB_am_no.harm.wav_16",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_16","200303-000.wav_17-1","0.440920926704729"
"200303-001.wav_18",1,0.04,0.24002267573696,1.23,2.525,"0.2_BB_am_no.harm.wav_17","simulations",NA,"0.2_BB_am_no.harm.wav_17",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_17","200303-000.wav_18-1","0.115702921598467"
"200303-001.wav_19",1,0.04,0.240022675736967,0.836,1.646,"0.2_BB_am_no.harm.wav_18","simulations",NA,"0.2_BB_am_no.harm.wav_18",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_18","200303-000.wav_19-1","0.196683364438061"
"200303-001.wav_20",1,0.04,0.24002267573696,5.718,7.372,"0.2_BB_am_no.harm.wav_19","simulations",NA,"0.2_BB_am_no.harm.wav_19",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_19","200303-000.wav_20-1","0.225094280629673"
"200303-001.wav_21",1,0.04,0.24002267573696,4.792,5.287,"0.2_BB_am_no.harm.wav_20","simulations",NA,"0.2_BB_am_no.harm.wav_20",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_20","200303-000.wav_21-1","0.294232988262629"
"200303-001.wav_22",1,0.04,0.24002267573696,2.461,3.506,"0.2_BB_am_no.harm.wav_21","simulations",NA,"0.2_BB_am_no.harm.wav_21",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_21","200303-000.wav_22-1","0.253409105445076"
"200303-001.wav_23",1,0.04,0.24002267573696,0.365,1.098,"0.2_BB_am_no.harm.wav_22","simulations",NA,"0.2_BB_am_no.harm.wav_22",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_22","200303-000.wav_23-1","0.169329114841468"
"200303-001.wav_24",1,0.04,0.24002267573696,7.176,7.777,"0.2_BB_am_no.harm.wav_23","simulations",NA,"0.2_BB_am_no.harm.wav_23",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_23","200303-000.wav_24-1","0.314079065680671"
"200303-001.wav_25",1,0.04,0.240022675736975,3.654,5,"0.2_BB_am_no.harm.wav_24","simulations",NA,"0.2_BB_am_no.harm.wav_24",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_24","200303-000.wav_25-1","0.201799907428278"
"200303-001.wav_26",1,0.04,0.240022675736967,8.5,9.652,"0.2_BB_am_no.harm.wav_25","simulations",NA,"0.2_BB_am_no.harm.wav_25",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_25","200303-000.wav_26-1","0.349249435690262"
"200303-001.wav_27",1,0.04,0.24002267573696,4.933,6.011,"0.2_BB_am_no.harm.wav_26","simulations",NA,"0.2_BB_am_no.harm.wav_26",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_26","200303-000.wav_27-1","0.207398029059078"
"200303-001.wav_28",1,0.04,0.24002267573696,9.013,10.015,"0.2_BB_am_no.harm.wav_27","simulations",NA,"0.2_BB_am_no.harm.wav_27",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_27","200303-000.wav_28-1","0.390970798345422"
"200303-001.wav_29",1,0.04,0.24002267573696,3.624,4.12,"0.2_BB_am_no.harm.wav_28","simulations",NA,"0.2_BB_am_no.harm.wav_28",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_28","200303-000.wav_29-1","0.417178647097624"
"200303-001.wav_30",1,0.04,0.24002267573696,5.027,5.695,"0.2_BB_am_no.harm.wav_29","simulations",NA,"0.2_BB_am_no.harm.wav_29",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_29","200303-000.wav_30-1","0.52497840197102"
"200303-001.wav_31",1,0.04,0.24002267573696,4.788,5.593,"0.2_BB_am_no.harm.wav_30","simulations",NA,"0.2_BB_am_no.harm.wav_30",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_30","200303-000.wav_31-1","0.398269241259814"
"200303-001.wav_32",1,0.04,0.240022675736967,8.076,9.5,"0.2_BB_am_no.harm.wav_31","simulations",NA,"0.2_BB_am_no.harm.wav_31",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_31","200303-000.wav_32-1","0.230199172899444"
"200303-001.wav_33",1,0.04,0.240022675736996,3.158,4.333,"0.2_BB_am_no.harm.wav_32","simulations",NA,"0.2_BB_am_no.harm.wav_32",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_32","200303-000.wav_33-1","0.210665124730276"
"200303-001.wav_34",1,0.04,0.240022675736896,5.941,7.32,"0.2_BB_am_no.harm.wav_33","simulations",NA,"0.2_BB_am_no.harm.wav_33",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_33","200303-000.wav_34-1","0.228006188097292"
"200303-001.wav_35",1,0.04,0.240022675736996,6.838,7.5,"0.2_BB_am_no.harm.wav_34","simulations",NA,"0.2_BB_am_no.harm.wav_34",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_34","200303-000.wav_35-1","0.303309257135324"
"200303-001.wav_36",1,0.04,0.240022675736996,2.66,3.141,"0.2_BB_am_no.harm.wav_35","simulations",NA,"0.2_BB_am_no.harm.wav_35",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_35","200303-000.wav_36-1","0.152708538456222"
"200303-001.wav_37",1,0.04,0.240022675736896,1,2.164,"0.2_BB_am_no.harm.wav_36","simulations",NA,"0.2_BB_am_no.harm.wav_36",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_36","200303-000.wav_37-1","0.122906571972358"
"200303-001.wav_38",1,0.04,0.240022675737003,2.077,2.5,"0.2_BB_am_no.harm.wav_37","simulations",NA,"0.2_BB_am_no.harm.wav_37",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_37","200303-000.wav_38-1","0.221188477332772"
"200303-001.wav_39",1,0.04,0.240022675736903,6.752,7.606,"0.2_BB_am_no.harm.wav_38","simulations",NA,"0.2_BB_am_no.harm.wav_38",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_38","200303-000.wav_39-1","0.293485710780518"
"200303-001.wav_40",1,0.04,0.240022675737003,0.5,1.555,"0.2_BB_am_no.harm.wav_39","simulations",NA,"0.2_BB_am_no.harm.wav_39",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_39","200303-000.wav_40-1","0.209767018667548"
"200303-001.wav_41",1,0.04,0.240022675737003,4.209,4.815,"0.2_BB_am_no.harm.wav_40","simulations",NA,"0.2_BB_am_no.harm.wav_40",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_40","200303-000.wav_41-1","0.141485519847081"
"200303-001.wav_42",1,0.04,0.240022675736903,5.764,6.869,"0.2_BB_am_no.harm.wav_41","simulations",NA,"0.2_BB_am_no.harm.wav_41",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_41","200303-000.wav_42-1","0.231276144052601"
"200303-001.wav_43",1,0.04,0.240022675737003,7.989,9.542,"0.2_BB_am_no.harm.wav_42","simulations",NA,"0.2_BB_am_no.harm.wav_42",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_42","200303-000.wav_43-1","0.255428280894004"
"200303-001.wav_44",1,0.04,0.240022675736903,5.973,6.905,"0.2_BB_am_no.harm.wav_43","simulations",NA,"0.2_BB_am_no.harm.wav_43",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_43","200303-000.wav_44-1","0.200472734889443"
"200303-001.wav_45",1,0.04,0.240022675737003,3.013,3.733,"0.2_BB_am_no.harm.wav_44","simulations",NA,"0.2_BB_am_no.harm.wav_44",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_44","200303-000.wav_45-1","0.31966927443017"
"200303-001.wav_46",1,0.04,0.240022675736996,9.733,10.857,"0.2_BB_am_no.harm.wav_45","simulations",NA,"0.2_BB_am_no.harm.wav_45",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_45","200303-000.wav_46-1","0.44592918178033"
"200303-001.wav_47",1,0.04,0.240022675736896,8.284,9.321,"0.2_BB_am_no.harm.wav_46","simulations",NA,"0.2_BB_am_no.harm.wav_46",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_46","200303-000.wav_47-1","0.22950069233497"
"200303-001.wav_48",1,0.04,0.240022675736996,8,8.539,"0.2_BB_am_no.harm.wav_47","simulations",NA,"0.2_BB_am_no.harm.wav_47",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_47","200303-000.wav_48-1","0.257731870971919"
"200303-001.wav_49",1,0.04,0.240022675736996,2.366,3.388,"0.2_BB_am_no.harm.wav_48","simulations",NA,"0.2_BB_am_no.harm.wav_48",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_48","200303-000.wav_49-1","0.0848236385681413"
"200303-001.wav_50",1,0.04,0.240022675736996,1.048,2.28,"0.2_BB_am_no.harm.wav_49","simulations",NA,"0.2_BB_am_no.harm.wav_49",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_49","200303-000.wav_50-1","0.171522273198724"
"200303-001.wav_51",1,0.04,0.240022675736996,7.427,8.24,"0.2_BB_am_no.harm.wav_50","simulations",NA,"0.2_BB_am_no.harm.wav_50",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_50","200303-000.wav_51-1","0.171158259944542"
"200303-001.wav_52",1,0.04,0.240022675736896,1.396,2.385,"0.2_BB_am_no.harm.wav_51","simulations",NA,"0.2_BB_am_no.harm.wav_51",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_51","200303-000.wav_52-1","0.113598515931566"
"200303-001.wav_53",1,0.04,0.240022675736996,3.882,5.129,"0.2_BB_am_no.harm.wav_52","simulations",NA,"0.2_BB_am_no.harm.wav_52",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_52","200303-000.wav_53-1","0.152449483426686"
"200303-001.wav_54",1,0.04,0.240022675736996,8.618,9.923,"0.2_BB_am_no.harm.wav_53","simulations",NA,"0.2_BB_am_no.harm.wav_53",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_53","200303-000.wav_54-1","0.359984381709641"
"200303-001.wav_55",1,0.04,0.240022675736896,3.511,4.562,"0.2_BB_am_no.harm.wav_54","simulations",NA,"0.2_BB_am_no.harm.wav_54",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_54","200303-000.wav_55-1","0.207410002508491"
"200303-001.wav_56",1,0.04,0.240022675737003,4.983,6.01,"0.2_BB_am_no.harm.wav_55","simulations",NA,"0.2_BB_am_no.harm.wav_55",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_55","200303-000.wav_56-1","0.255152566268372"
"200303-001.wav_57",1,0.04,0.240022675736903,1.168,2.06,"0.2_BB_am_no.harm.wav_56","simulations",NA,"0.2_BB_am_no.harm.wav_56",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_56","200303-000.wav_57-1","0.13614705023715"
"200303-001.wav_58",1,0.04,0.240022675737003,5.895,6.947,"0.2_BB_am_no.harm.wav_57","simulations",NA,"0.2_BB_am_no.harm.wav_57",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_57","200303-000.wav_58-1","0.231916923892427"
"200303-001.wav_59",1,0.04,0.240022675737003,1.38,2.136,"0.2_BB_am_no.harm.wav_58","simulations",NA,"0.2_BB_am_no.harm.wav_58",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_58","200303-000.wav_59-1","0.15441637768514"
"200303-001.wav_60",1,0.04,0.240022675736903,7.021,8.197,"0.2_BB_am_no.harm.wav_59","simulations",NA,"0.2_BB_am_no.harm.wav_59",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_59","200303-000.wav_60-1","0.170168234889632"
"200303-001.wav_61",1,0.04,0.240022675737003,3.466,4.218,"0.2_BB_am_no.harm.wav_60","simulations",NA,"0.2_BB_am_no.harm.wav_60",24,0.31,30,"abierta",1,"0.2_BB_am_no.harm.wav_60","200303-000.wav_61-1","0.245593822830915"
"200303-001.wav_62",1,0.04,0.240022675736903,8.3,8.7,"0.2_pure.tone_am_no.harm.wav_1","simulations",NA,"0.2_pure.tone_am_no.harm.wav_1",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_1","200303-000.wav_62-1","0.735121148999592"
"200303-001.wav_63",1,0.04,0.240022675737003,3.3,3.7,"0.2_pure.tone_am_no.harm.wav_2","simulations",NA,"0.2_pure.tone_am_no.harm.wav_2",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_2","200303-000.wav_63-1","0.696709572596293"
"200303-001.wav_64",1,0.04,0.240022675737003,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_3","simulations",NA,"0.2_pure.tone_am_no.harm.wav_3",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_3","200303-000.wav_64-1","0.339286674507794"
"200303-001.wav_65",1,0.04,0.240022675736903,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_4","simulations",NA,"0.2_pure.tone_am_no.harm.wav_4",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_4","200303-000.wav_65-1","0.640721249410058"
"200303-001.wav_66",1,0.04,0.240022675737003,8.8,9.2,"0.2_pure.tone_am_no.harm.wav_5","simulations",NA,"0.2_pure.tone_am_no.harm.wav_5",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_5","200303-000.wav_66-1","0.637750764384752"
"200303-001.wav_67",1,0.04,0.240022675737003,4.3,4.7,"0.2_pure.tone_am_no.harm.wav_6","simulations",NA,"0.2_pure.tone_am_no.harm.wav_6",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_6","200303-000.wav_67-1","0.486870619564034"
"200303-001.wav_68",1,0.04,0.240022675736903,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_7","simulations",NA,"0.2_pure.tone_am_no.harm.wav_7",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_7","200303-000.wav_68-1","0.259909201971261"
"200303-001.wav_69",1,0.04,0.240022675737003,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_8","simulations",NA,"0.2_pure.tone_am_no.harm.wav_8",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_8","200303-000.wav_69-1","0.733290240946248"
"200303-001.wav_70",1,0.04,0.240022675736903,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_9","simulations",NA,"0.2_pure.tone_am_no.harm.wav_9",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_9","200303-000.wav_70-1","0.232536091421094"
"200303-001.wav_71",1,0.04,0.240022675737003,5.8,6.2,"0.2_pure.tone_am_no.harm.wav_10","simulations",NA,"0.2_pure.tone_am_no.harm.wav_10",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_10","200303-000.wav_71-1","0.56827803141578"
"200303-001.wav_72",1,0.04,0.240022675737003,1.3,1.7,"0.2_pure.tone_am_no.harm.wav_11","simulations",NA,"0.2_pure.tone_am_no.harm.wav_11",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_11","200303-000.wav_72-1","0.332523025635615"
"200303-001.wav_73",1,0.04,0.240022675736903,9.8,10.2,"0.2_pure.tone_am_no.harm.wav_12","simulations",NA,"0.2_pure.tone_am_no.harm.wav_12",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_12","200303-000.wav_73-1","0.787704924508592"
"200303-001.wav_74",1,0.04,0.240022675737003,7.8,8.2,"0.2_pure.tone_am_no.harm.wav_13","simulations",NA,"0.2_pure.tone_am_no.harm.wav_13",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_13","200303-000.wav_74-1","0.426047283010401"
"200303-001.wav_75",1,0.04,0.240022675736903,0.3,0.7,"0.2_pure.tone_am_no.harm.wav_14","simulations",NA,"0.2_pure.tone_am_no.harm.wav_14",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_14","200303-000.wav_75-1","0.540980843878107"
"200303-001.wav_76",1,0.04,0.240022675737003,5.3,5.7,"0.2_pure.tone_am_no.harm.wav_15","simulations",NA,"0.2_pure.tone_am_no.harm.wav_15",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_15","200303-000.wav_76-1","0.638451903257755"
"200303-001.wav_77",1,0.04,0.240022675737003,9.8,10.2,"0.2_pure.tone_am_no.harm.wav_16","simulations",NA,"0.2_pure.tone_am_no.harm.wav_16",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_16","200303-000.wav_77-1","0.75392700336248"
"200303-001.wav_78",1,0.04,0.240022675736896,1.3,1.7,"0.2_pure.tone_am_no.harm.wav_17","simulations",NA,"0.2_pure.tone_am_no.harm.wav_17",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_17","200303-000.wav_78-1","0.343522396661503"
"200303-001.wav_79",1,0.04,0.240022675736996,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_18","simulations",NA,"0.2_pure.tone_am_no.harm.wav_18",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_18","200303-000.wav_79-1","0.358571584306662"
"200303-001.wav_80",1,0.04,0.240022675736996,5.8,6.2,"0.2_pure.tone_am_no.harm.wav_19","simulations",NA,"0.2_pure.tone_am_no.harm.wav_19",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_19","200303-000.wav_80-1","0.550068158190267"
"200303-001.wav_81",1,0.04,0.240022675736896,4.8,5.2,"0.2_pure.tone_am_no.harm.wav_20","simulations",NA,"0.2_pure.tone_am_no.harm.wav_20",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_20","200303-000.wav_81-1","0.702375203420976"
"200303-001.wav_82",1,0.04,0.240022675736996,2.8,3.2,"0.2_pure.tone_am_no.harm.wav_21","simulations",NA,"0.2_pure.tone_am_no.harm.wav_21",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_21","200303-000.wav_82-1","0.35103065011296"
"200303-001.wav_83",1,0.04,0.240022675736896,0.3,0.7,"0.2_pure.tone_am_no.harm.wav_22","simulations",NA,"0.2_pure.tone_am_no.harm.wav_22",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_22","200303-000.wav_83-1","0.51150972084506"
"200303-001.wav_84",1,0.04,0.240022675736996,7.3,7.7,"0.2_pure.tone_am_no.harm.wav_23","simulations",NA,"0.2_pure.tone_am_no.harm.wav_23",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_23","200303-000.wav_84-1","0.514888329125077"
"200303-001.wav_85",1,0.04,0.240022675736996,4.8,5.2,"0.2_pure.tone_am_no.harm.wav_24","simulations",NA,"0.2_pure.tone_am_no.harm.wav_24",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_24","200303-000.wav_85-1","0.787002200707987"
"200303-001.wav_86",1,0.04,0.240022675736896,8.3,8.7,"0.2_pure.tone_am_no.harm.wav_25","simulations",NA,"0.2_pure.tone_am_no.harm.wav_25",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_25","200303-000.wav_86-1","0.72851620156097"
"200303-001.wav_87",1,0.04,0.240022675736996,5.3,5.7,"0.2_pure.tone_am_no.harm.wav_26","simulations",NA,"0.2_pure.tone_am_no.harm.wav_26",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_26","200303-000.wav_87-1","0.660196001481412"
"200303-001.wav_88",1,0.04,0.240022675736896,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_27","simulations",NA,"0.2_pure.tone_am_no.harm.wav_27",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_27","200303-000.wav_88-1","0.74872106193311"
"200303-001.wav_89",1,0.04,0.240022675737003,3.8,4.2,"0.2_pure.tone_am_no.harm.wav_28","simulations",NA,"0.2_pure.tone_am_no.harm.wav_28",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_28","200303-000.wav_89-1","0.627244434027183"
"200303-001.wav_90",1,0.04,0.240022675736996,5.3,5.7,"0.2_pure.tone_am_no.harm.wav_29","simulations",NA,"0.2_pure.tone_am_no.harm.wav_29",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_29","200303-000.wav_90-1","0.757217298190729"
"200303-001.wav_91",1,0.04,0.240022675736896,4.8,5.2,"0.2_pure.tone_am_no.harm.wav_30","simulations",NA,"0.2_pure.tone_am_no.harm.wav_30",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_30","200303-000.wav_91-1","0.625096427837899"
"200303-001.wav_92",1,0.04,0.240022675736996,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_31","simulations",NA,"0.2_pure.tone_am_no.harm.wav_31",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_31","200303-000.wav_92-1","0.722558331321749"
"200303-001.wav_93",1,0.04,0.240022675736996,3.3,3.7,"0.2_pure.tone_am_no.harm.wav_32","simulations",NA,"0.2_pure.tone_am_no.harm.wav_32",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_32","200303-000.wav_93-1","0.520626255212232"
"200303-001.wav_94",1,0.04,0.240022675736896,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_33","simulations",NA,"0.2_pure.tone_am_no.harm.wav_33",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_33","200303-000.wav_94-1","0.465501078537875"
"200303-001.wav_95",1,0.04,0.240022675736996,7.3,7.7,"0.2_pure.tone_am_no.harm.wav_34","simulations",NA,"0.2_pure.tone_am_no.harm.wav_34",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_34","200303-000.wav_95-1","0.566594859009348"
"200303-001.wav_96",1,0.04,0.240022675736896,2.8,3.2,"0.2_pure.tone_am_no.harm.wav_35","simulations",NA,"0.2_pure.tone_am_no.harm.wav_35",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_35","200303-000.wav_96-1","0.314924205426534"
"200303-001.wav_97",1,0.04,0.240022675736996,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_36","simulations",NA,"0.2_pure.tone_am_no.harm.wav_36",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_36","200303-000.wav_97-1","0.353162413684494"
"200303-001.wav_98",1,0.04,0.240022675736996,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_37","simulations",NA,"0.2_pure.tone_am_no.harm.wav_37",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_37","200303-000.wav_98-1","0.277685520109773"
"200303-001.wav_99",1,0.04,0.240022675736896,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_38","simulations",NA,"0.2_pure.tone_am_no.harm.wav_38",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_38","200303-000.wav_99-1","0.555856236380674"
"200303-001.wav_100",1,0.04,0.240022675737003,0.3,0.7,"0.2_pure.tone_am_no.harm.wav_39","simulations",NA,"0.2_pure.tone_am_no.harm.wav_39",24,0.31,30,"abierta",1,"0.2_pure.tone_am_no.harm.wav_39","200303-000.wav_100-1","0.505196589569154"
